,Unnamed: 0,user_id,age,Language,city,state,country
16658,16658,196099,34.74389988072476,9,las vegas,nevada,usa
16659,16659,197753,34.74389988072476,9,franklin lakes,new jersey,usa
16662,16662,205197,24.0,9,chalmette,louisiana,usa
16663,16663,205426,36.0,9,seattle,washington,usa
16664,16664,206736,31.0,9,san diego,california,usa
16665,16665,207400,34.74389988072476,9,hillsboro,oregon,usa
16668,16668,209759,71.0,9,laurel,maryland,usa
16670,16670,210597,38.0,9,lake winnebago,missouri,usa
16671,16671,210627,34.74389988072476,9,charlottesville,virginia,usa
16672,16672,210933,34.74389988072476,9,chattanooga,tennessee,usa
16675,16675,213141,34.0,9,portland,oregon,usa
16677,16677,215929,20.0,9,louisville,kentucky,usa
16681,16681,218411,45.0,9,brighton,england,united kingdom
16692,16692,225731,25.0,9,sonoma,california,usa
16699,16699,233723,34.74389988072476,9,portland,oregon,usa
16701,16701,235442,21.0,9,gasteiz,euskal herria,spain
16704,16704,240370,34.74389988072476,9,brookline,massachusetts,usa
16705,16705,240580,17.0,9,philadelphia,pennsylvania,usa
16707,16707,241305,20.0,9,toronto,ontario,canada
16708,16708,242042,34.0,9,san diego,california,usa
16710,16710,243236,50.0,9,modesto,california,usa
16713,16713,246216,34.74389988072476,9,holland,michigan,usa
16719,16719,251317,35.0,9,boston,massachusetts,usa
16721,16721,253209,34.74389988072476,9,putney,vermont,usa
16722,16722,256018,53.0,9,bellevue,washington,usa
16723,16723,256261,34.74389988072476,9,boston,massachusetts,usa
16726,16726,259066,56.0,9,oakley,california,usa
16733,16733,266588,38.0,9,toronto,ontario,canada
16739,16739,273063,41.0,9,savannah,georgia,usa
16746,16746,6613,21.0,9,traverse city,michigan,usa
16752,16752,14612,34.74389988072476,9,houston,texas,usa
16753,16753,16769,53.0,9,columbia,south carolina,usa
16754,16754,16818,34.74389988072476,9,hiawatha,iowa,usa
16758,16758,24115,34.74389988072476,9,richmond hill,georgia,usa
16762,16762,30564,47.0,9,laurinburg,north carolina,usa
16765,16765,31393,34.74389988072476,9,portland,oregon,usa
16766,16766,32032,34.74389988072476,9,warren,massachusetts,usa
16774,16774,41395,34.74389988072476,9,maple,ontario,canada
16777,16777,44603,49.0,9,iowa city,iowa,usa
16780,16780,53200,34.74389988072476,9,ottawa,ontario,canada
16784,16784,60177,51.0,9,niskayuna,new york,usa
16787,16787,65233,56.0,9,boulder,colorado,usa
16789,16789,67454,38.0,9,murphy,texas,usa
16799,16799,85428,29.0,9,mckinney,texas,usa
16803,16803,89346,38.0,9,nesconset,new york,usa
16805,16805,97516,34.74389988072476,9,coral springs,florida,usa
16814,16814,109567,29.0,9,salisbury,new hampshire,usa
16815,16815,111362,34.74389988072476,9,vancouver,",",
16820,16820,116758,38.0,9,paullina,iowa,usa
16822,16822,120873,59.0,9,los angeles,california,usa
16824,16824,123203,29.0,9,philadelphia,pennsylvania,usa
16829,16829,124813,34.74389988072476,9,carlsbad,california,usa
16830,16830,124852,34.74389988072476,9,albuquerque,new mexico,usa
16834,16834,129113,35.0,9,clemons,",",
16836,16836,132373,45.0,9,oceanside,california,usa
16845,16845,144899,34.74389988072476,9,lewisville,texas,usa
16846,16846,149071,49.0,9,nekoosa,wisconsin,usa
16850,16850,154231,36.0,9,hamilton,ontario,canada
16857,16857,171373,34.74389988072476,9,dallas,texas,usa
16862,16862,184478,30.0,9,centreville,virginia,usa
16865,16865,187970,34.74389988072476,9,vienna,virginia,usa
16866,16866,188537,34.74389988072476,9,madison,wisconsin,usa
16867,16867,192185,52.0,9,des moines,iowa,usa
16869,16869,194709,34.74389988072476,9,modesto,",",
16872,16872,198692,51.0,9,milton,florida,usa
16874,16874,204292,25.0,9,louisville,kentucky,usa
16875,16875,205407,34.74389988072476,9,burbank,california,usa
16876,16876,205485,64.0,9,woodbury,new jersey,usa
16878,16878,208975,34.74389988072476,9,eubank,kentucky,usa
16879,16879,209156,48.0,9,arlington heights,illinois,usa
16895,16895,233480,34.74389988072476,9,bethlehem,pennsylvania,usa
16898,16898,235187,58.0,9,arcata,california,usa
16903,16903,238966,34.74389988072476,9,new london,wisconsin,usa
16904,16904,239574,27.0,9,jefferson city,missouri,usa
16910,16910,256507,26.0,9,melbourne,victoria,australia
16911,16911,257103,34.74389988072476,9,franklin,tennessee,usa
16912,16912,257548,45.0,9,ray,michigan usa,","
16932,16932,30120,34.74389988072476,9,norwalk,california,usa
16935,16935,76351,34.0,9,clarksville,tennessee,usa
16939,16939,88882,29.0,9,adelaide,south australia,australia
16942,16942,100648,54.0,9,london,england,united kingdom
16953,16953,154160,32.0,9,n vancouver,british columbia,canada
16954,16954,162335,34.74389988072476,9,norwalk,california,usa
16956,16956,171026,34.74389988072476,9,wadsworth,ohio,usa
16958,16958,177690,27.0,9,nottingham,maryland,usa
16960,16960,189558,55.0,9,catlettsburg,kentucky,usa
16968,16968,222743,36.0,9,park forest,illinois,usa
16972,16972,235207,34.74389988072476,9,phoenix,arizona,usa
16973,16973,239976,34.74389988072476,9,munich,bavaria,germany
16975,16975,250936,36.0,9,jacksonville,florida,usa
16982,16982,1235,34.74389988072476,en,salt spring island,british columbia,canada
16985,16985,4376,34.74389988072476,en,tuebingen,baden-wuerttemberg,germany
16986,16986,5170,18.0,en,newark,california,usa
16987,16987,6698,20.0,en,orlando,florida,usa
16993,16993,10949,34.74389988072476,en,columbia,tennessee,usa
16996,16996,12692,34.74389988072476,en,jacksonville,florida,usa
17000,17000,15093,21.0,en,davis,california,usa
17003,17003,16687,34.74389988072476,en,orlando,florida,usa
17006,17006,18016,21.0,en,new port richey,florida,usa
17007,17007,18309,34.0,en,rennes,bretagne,france
17008,17008,19259,45.0,en,nutley,new jersey,usa
17010,17010,21654,30.0,en,greenville,alabama,usa
17017,17017,27964,30.0,en,orleans,ontario,canada
17018,17018,29045,34.74389988072476,en,abbotsford,british columbia,canada
17022,17022,32028,34.74389988072476,en,houston,texas,usa
17025,17025,34314,22.0,en,north vancouver,british columbia,canada
17041,17041,55097,34.74389988072476,en,greenville,illinois,usa
17045,17045,55961,34.74389988072476,en,scottsdale,arizona,usa
17046,17046,56157,36.0,en,florissant,missouri,usa
17047,17047,56185,34.74389988072476,en,waterloo,ontario,canada
17051,17051,58279,18.0,en,calgary,alberta,canada
17052,17052,59885,31.0,en,rowland heights,california,usa
17053,17053,59933,66.0,en,yarmouth,nova scotia,canada
17055,17055,61297,23.0,en,münchen,bayern,germany
17059,17059,62968,23.0,en,pittsburgh,pennsylvania,usa
17060,17060,63286,17.0,en,orange county,california,usa
17061,17061,65497,18.0,en,caldwell,",",
17062,17062,66790,26.0,en,centerville,utah,usa
17068,17068,71490,23.0,en,west los angeles,california,usa
17073,17073,76122,46.0,en,montreal,quebec,canada
17075,17075,77840,27.0,en,plainwell,michigan,usa
17076,17076,80202,35.0,en,olympia,washington,usa
17078,17078,80692,42.0,en,bradenton,florida,usa
17080,17080,82673,23.0,en,new port richey,florida,usa
17082,17082,84164,19.0,en,annapolis,maryland,usa
17084,17084,85905,34.74389988072476,en,willow grove,pennsylvania,usa
17089,17089,88012,34.74389988072476,en,peoria,illinois,usa
17090,17090,88029,47.0,en,winnipeg,manitoba,canada
17096,17096,98139,34.74389988072476,en,maastricht,,netherlands
17100,17100,102965,23.0,en,marshfield,massachusetts,usa
17102,17102,105028,22.0,en,kuala lumpur,federal territory,malaysia
17107,17107,110771,34.74389988072476,en,houston,texas,usa
17112,17112,116763,71.0,en,canton,georgia,usa
17113,17113,118972,34.74389988072476,en,ottawa,ontario,canada
17115,17115,121955,34.74389988072476,en,fruitland,idaho,usa
17118,17118,124501,31.0,en,weatherford,texas,usa
17121,17121,127453,21.0,en,mansfield,massachusetts,usa
17128,17128,132978,18.0,en,cincinnati,,usa
17135,17135,136350,34.74389988072476,en,fredericton,new brunswick,canada
17137,17137,138658,34.74389988072476,en,jacksonville,florida,usa
17140,17140,142904,34.0,en,port townsend,washington,usa
17141,17141,147686,34.0,en,farmingdale,new york,usa
17143,17143,149483,25.0,en,houston,texas,usa
17144,17144,150627,24.0,en,sacramento,california,usa
17148,17148,158433,34.74389988072476,en,nahant,massachusetts,usa
17149,17149,160558,28.0,en,hooksett,new hampshire,usa
17150,17150,161453,19.0,en,springfield,missouri,usa
17151,17151,162738,35.0,en,waterford,michigan,usa
17153,17153,163169,27.0,en,shepherdsville,kentucky,usa
17160,17160,171774,20.0,en,richmond,virginia,usa
17161,17161,171783,20.0,en,st. charles,missouri,usa
17165,17165,181452,34.74389988072476,en,cincinnati,ohio,usa
17166,17166,183740,28.0,en,ventura,california,usa
17168,17168,184918,35.0,en,fredericton,new brunswick,canada
17170,17170,187289,34.74389988072476,en,jordan,minnesota,usa
17172,17172,189139,40.0,en,lake country,british columbia,canada
17174,17174,193759,34.74389988072476,en,ocala,florida,usa
17182,17182,201829,33.0,en,longmont,colorado,usa
17183,17183,202188,34.74389988072476,en,fairbanks,alaska,usa
17184,17184,203161,38.0,en,manville,rhode island,usa
17186,17186,205166,38.0,en,leverkusen,nordrhein-westfalen,germany
17189,17189,206808,34.74389988072476,en,columbia,missouri,usa
17190,17190,208038,34.0,en,west bend,wisconsin,usa
17191,17191,208600,16.0,en,torrance,california,usa
17194,17194,209684,33.0,en,westerville,ohio,usa
17198,17198,213628,31.0,en,springfield,",",
17199,17199,214551,23.0,en,phoenix,arizona,usa
17204,17204,225617,34.74389988072476,en,berkeley,california,usa
17207,17207,227377,52.0,en,whitelaw,alberta,canada
17210,17210,227748,46.0,en,oxnard,california,usa
17212,17212,229611,34.74389988072476,en,houston,texas,usa
17215,17215,230672,30.0,en,tübingen,baden-wuerttemberg,germany
17217,17217,231434,34.74389988072476,en,cuyahoga falls,ohio,usa
17222,17222,235684,26.0,en,miami,florida,usa
17225,17225,237033,34.74389988072476,en,newmarket,ontario,canada
17226,17226,238540,32.0,en,omaha,nebraska,usa
17227,17227,241919,34.74389988072476,en,columbia,missouri,usa
17228,17228,242584,34.74389988072476,en,ashburton,,new zealand
17229,17229,242715,34.74389988072476,en,vermillion,south dakota,usa
17238,17238,248403,42.0,en,montgomery county,maryland,usa
17241,17241,251974,37.0,en,orlando,florida,usa
17242,17242,254481,25.0,en,gallatin,tennessee,usa
17245,17245,257161,37.0,en,omaha,nebraska,usa
17246,17246,257346,39.0,en,arthur,oregon,canada
17253,17253,262574,33.0,en,savannah,georgia,usa
17261,17261,271427,38.0,en,huntington,west virginia,usa
17266,17266,274338,34.74389988072476,en,columbia,",",
17278,17278,53506,34.74389988072476,en,hewitt,new jersey,usa
17291,17291,96481,36.0,en,la mesa,california,usa
17292,17292,102220,54.0,en,acapulco,,mexico
17294,17294,109349,34.74389988072476,en,exton,"pennsylvania,",
17298,17298,125171,29.0,en,abington,massachusetts,usa
17302,17302,161434,34.74389988072476,en,inver grove heights,minnesota,usa
17303,17303,165182,31.0,en,buffalo grove,illinois,usa
17306,17306,171382,34.74389988072476,en,concord,california,usa
17309,17309,181854,29.0,en,independence,missouri,usa
17310,17310,184349,62.0,en,las vegas,nevada,usa
17312,17312,185771,39.0,en,alexandria,virginia,usa
17313,17313,190080,29.0,en,spartanburg,south carolina,usa
17314,17314,198506,49.0,en,orlando,florida,usa
17320,17320,238179,34.74389988072476,en,smithton,illinois,usa
17321,17321,243720,34.74389988072476,en,hickory,north carolina,usa
17326,17326,273516,34.74389988072476,en,fort lee,new jersey,usa
17333,17333,119517,34.74389988072476,en,andover,minnesota,usa
17335,17335,144707,23.0,en,tucson,arizona,usa
17336,17336,176463,34.74389988072476,en,springfield,illinois,usa
17338,17338,209186,33.0,en,naperville,illinois,usa
17352,17352,167131,30.0,9,tarrytown,new york,usa
17353,17353,194172,54.0,9,mountain park,"georgia,",
17354,17354,198790,34.74389988072476,9,jacksonville,florida,usa
17357,17357,232036,34.74389988072476,9,springfield,,usa
17360,17360,3537,34.74389988072476,en,seattle,washington,usa
17363,17363,28451,31.0,en,altamonte springs,florida,usa
17371,17371,107852,48.0,en,manchester,missouri,usa
17374,17374,116599,29.0,en,tehran,tehran,iran
17391,17391,233903,23.0,en,,,singapore
17395,17395,241723,72.0,en,palmer,alaska,usa
17400,17400,273113,18.0,en,topeka,kansas,usa
17405,17405,12671,34.74389988072476,en,oceanside,new york,usa
17410,17410,30834,34.74389988072476,en,bronx,new york,usa
17411,17411,32071,34.74389988072476,en,broken arrow,oklahoma,usa
17412,17412,35631,34.74389988072476,en,portland,oregon,usa
17416,17416,45391,23.0,en,littleton,colorado,usa
17419,17419,55688,75.0,en,wilmette,illinois,usa
17420,17420,59808,32.0,en,st. louis,missouri,usa
17422,17422,65512,34.74389988072476,en,spring valley,california,usa
17427,17427,77461,20.0,en,santa cruz,california,usa
17428,17428,82359,75.0,en,san francisco,california,usa
17430,17430,85825,34.74389988072476,en,san francisco,california,usa
17433,17433,88843,55.0,en,harrisville,new hampshire,usa
17435,17435,93453,34.74389988072476,en,palm desert,california,usa
17441,17441,116563,37.0,en,seattle,washington,usa
17444,17444,128766,34.74389988072476,en,sausalito,california,usa
17445,17445,131618,34.74389988072476,en,sioux city,iowa,usa
17447,17447,136916,34.74389988072476,en,saskatoon,",",
17448,17448,142545,50.0,en,kekaha,hawaii,usa
17449,17449,143668,33.0,en,binghamton,new york,usa
17453,17453,165960,29.0,en,calama,,chile
17456,17456,177262,25.0,en,great valley,new york,usa
17457,17457,177716,34.0,en,philadelphia,pennsylvania,usa
17458,17458,177968,34.74389988072476,en,san mateo,california,usa
17459,17459,183532,35.0,en,sherman,texas,usa
17461,17461,193412,36.0,en,studio city,california,usa
17462,17462,203506,18.0,en,rye brook,new york,usa
17463,17463,211767,34.0,en,hyattsville,maryland,usa
17465,17465,218279,52.0,en,sanford,florida,usa
17467,17467,226069,43.0,en,wichita,kansas,usa
17468,17468,233059,34.74389988072476,en,los angeles,california,usa
17469,17469,235271,34.74389988072476,en,iselin,new jersey,usa
17470,17470,236061,34.74389988072476,en,bethesda,maryland,usa
17479,17479,259372,34.74389988072476,en,boston,massachusetts,usa
17481,17481,263153,27.0,en,milford,massachusetts,usa
17482,17482,268898,34.74389988072476,en,sayreville,new jersey,usa
17483,17483,269886,34.74389988072476,en,bristol,",",
17486,17486,2337,34.0,en,grove city,ohio,usa
17494,17494,8263,34.74389988072476,en,philadelphia,pennsylvania,usa
17499,17499,14869,34.74389988072476,en,shawnee,kansas,usa
17505,17505,24982,34.74389988072476,en,lincoln,nebraska,usa
17506,17506,30462,30.0,en,amesbury,massachusetts,usa
17507,17507,31500,34.74389988072476,en,columbia,missouri,usa
17509,17509,33958,34.74389988072476,en,new orleans,"louisiana,",
17515,17515,39441,26.0,en,boulder,colorado,usa
17516,17516,43006,29.0,en,portland,maine,usa
17519,17519,45751,34.74389988072476,en,lexington,kentucky,usa
17521,17521,57267,34.74389988072476,en,corvallis,oregon,usa
17524,17524,64396,34.74389988072476,en,estes park,colorado,usa
17525,17525,64800,33.0,en,hudson,new hampshire,usa
17527,17527,68054,53.0,en,palmer,massachusetts,usa
17530,17530,76814,20.0,en,texarkana,texas,usa
17534,17534,79285,34.74389988072476,en,boise,idaho,usa
17535,17535,79873,34.74389988072476,en,lancaster,pennsylvania,usa
17536,17536,83251,26.0,en,guelph,ontario,canada
17537,17537,83895,15.0,en,napa,california,usa
17538,17538,85132,34.74389988072476,en,littleton,new hampshire,usa
17540,17540,88686,34.74389988072476,en,norristown,pennsylvania,usa
17544,17544,91164,31.0,en,nyc,,usa
17555,17555,103350,29.0,en,great barrington,massachusetts,usa
17557,17557,109048,25.0,en,laveta,colorado,usa
17558,17558,113279,24.0,en,lake elsinore,california,usa
17559,17559,113906,31.0,en,roswell,georgia,usa
17562,17562,125538,35.0,en,kingston,ontario,canada
17566,17566,130167,54.0,en,el cajon,california,usa
17568,17568,130866,44.0,en,savannah,georgia,usa
17573,17573,138330,34.74389988072476,en,manhattan beach,california,usa
17574,17574,140959,59.0,en,georgetown,kentucky,usa
17578,17578,148124,26.0,en,somerville,massachusetts,usa
17580,17580,150966,37.0,en,plainfield,illinois,usa
17581,17581,155564,32.0,en,reno,nevada,usa
17583,17583,163294,34.74389988072476,en,jamesville,new york,usa
17584,17584,169006,27.0,en,rothesay,new brunswick,canada
17585,17585,169130,54.0,en,the dalles,oregon,usa
17590,17590,174590,34.74389988072476,en,arlington heights,illinois,usa
17591,17591,175103,34.74389988072476,en,meadville,pennsylvania,usa
17592,17592,180180,24.0,en,oracle,arizona,usa
17595,17595,186824,34.74389988072476,en,golden,colorado,usa
17596,17596,187065,34.74389988072476,en,red feather lakes,",",
17600,17600,204936,34.74389988072476,en,campbell,california,usa
17603,17603,215628,38.0,en,louisville,colorado,usa
17604,17604,216745,36.0,en,bristol,",",
17608,17608,226554,34.74389988072476,en,cottam,ontario,canada
17613,17613,232752,34.0,en,greensboro,north carolina,usa
17615,17615,236418,43.0,en,neligh,nebraska,usa
17620,17620,247739,32.0,en,alpharetta,georgia,usa
17621,17621,248095,45.0,en,covington,louisiana,usa
17623,17623,250948,28.0,en,los angeles,california,usa
17628,17628,257544,34.74389988072476,en,columbia,missouri,usa
17629,17629,257777,34.74389988072476,en,walnut creek,california,usa
17631,17631,264029,34.74389988072476,en,warrenville,illinois,usa
17632,17632,265149,34.74389988072476,en,minneapolis,minnesota,usa
17637,17637,272221,34.74389988072476,en,malvern,pennsylvania,usa
17638,17638,273990,34.74389988072476,en,dewitt,new york,usa
17640,17640,276181,34.74389988072476,en,tucson,"arizona,",
17645,17645,4193,34.74389988072476,9,douglas,"alaska,",
17646,17646,5582,26.0,9,seattle,washington,usa
17647,17647,5742,40.0,9,portland,maine,usa
17650,17650,6764,34.74389988072476,9,skippack,pennsylvania,usa
17651,17651,6900,25.0,9,sunnyvale,california,usa
17660,17660,11489,28.0,9,mesa,arizona,usa
17662,17662,12112,40.0,9,austin,texas,usa
17663,17663,12285,38.0,9,livermore,california,usa
17668,17668,14849,34.74389988072476,9,toronto,ontario,canada
17672,17672,16814,67.0,9,bloomington,indiana,usa
17673,17673,17906,61.0,9,suisun city,california,usa
17675,17675,18454,34.74389988072476,9,bettendorf,iowa,usa
17676,17676,19487,56.0,9,eureka,california,usa
17677,17677,19964,34.74389988072476,9,durham,north carolina,usa
17679,17679,20754,34.74389988072476,9,coos bay,oregon,usa
17681,17681,21356,56.0,9,westwood,new jersey,usa
17682,17682,21568,59.0,9,ocoee,florida,usa
17684,17684,21789,37.0,9,federal way,washington,usa
17685,17685,21996,55.0,9,walla walla,washington,usa
17686,17686,22605,34.74389988072476,9,nanaimo,british columbia,canada
17689,17689,23938,34.74389988072476,9,apple valley,california,usa
17691,17691,25545,33.0,9,hollsopple,pennsylvania,usa
17692,17692,25930,34.74389988072476,9,hillsborough,new jersey,usa
17694,17694,26508,34.74389988072476,9,maumee,ohio,usa
17696,17696,26611,34.74389988072476,9,mckinney,texas,usa
17700,17700,29168,34.74389988072476,9,beacon,new york,usa
17702,17702,29424,34.74389988072476,9,calgary,alberta,canada
17706,17706,31391,38.0,9,wilmington,massachusetts,usa
17708,17708,33032,71.0,9,tallahassee,florida,usa
17709,17709,33862,34.74389988072476,9,abingdon,maryland,usa
17712,17712,34890,19.0,9,oakville,ontario,canada
17716,17716,35926,36.0,9,portland,oregon,usa
17719,17719,36498,30.0,9,fairhope,alabama,usa
17721,17721,36774,34.74389988072476,9,troy,virginia,usa
17726,17726,37979,50.0,9,westerville,ohio,usa
17727,17727,37984,34.0,9,ala,alabama,algeria
17729,17729,38901,34.74389988072476,9,vancouver,british columbia,canada
17731,17731,40446,34.74389988072476,9,tustin,california,usa
17733,17733,41080,34.74389988072476,9,stow,massachusetts,usa
17735,17735,42080,34.74389988072476,9,leclaire,iowa,usa
17739,17739,44435,37.0,9,kingston,,jamaica
17740,17740,45068,36.0,9,albuquerque,new mexico,usa
17741,17741,45208,31.0,9,smyrna,georgia,usa
17742,17742,45255,35.0,9,peachtree city,georgia,usa
17746,17746,47296,34.74389988072476,9,chicago,illinois,usa
17748,17748,49791,29.0,9,sellersville,pennsylvania,usa
17750,17750,50832,34.74389988072476,9,hanover,massachusetts,usa
17752,17752,51338,34.74389988072476,9,dingle,kerry,ireland
17754,17754,51601,34.74389988072476,9,cincinnati,ohio,usa
17759,17759,53420,33.0,9,minneapolis,minnesota,usa
17760,17760,54716,34.74389988072476,9,ballwin,missouri,usa
17762,17762,55466,27.0,9,south bend,indiana,usa
17763,17763,55493,35.0,9,chatham,ontario,canada
17766,17766,55938,31.0,9,hood river,oregon,usa
17767,17767,56751,44.0,9,jamestown,north dakota,usa
17770,17770,59105,23.0,9,troutdale,oregon,usa
17771,17771,59305,27.0,9,san francisco,california,usa
17772,17772,59436,34.74389988072476,9,san carlos,california,usa
17774,17774,60388,34.74389988072476,9,sevierville,tennessee,usa
17779,17779,63476,53.0,9,calgary,alberta,canada
17781,17781,64347,34.74389988072476,9,cotonou,atlantic,benin
17786,17786,68241,34.74389988072476,9,kirkland,washington,usa
17788,17788,70716,34.74389988072476,9,bellevue,washington,usa
17790,17790,74312,34.74389988072476,9,charlotte,north carolina,usa
17791,17791,74728,34.74389988072476,9,san antonio,texas,usa
17792,17792,74819,26.0,9,laurel,maryland,usa
17793,17793,75428,69.0,9,damascus,maryland,usa
17796,17796,76102,33.0,9,buckfield,maine,usa
17798,17798,76414,34.74389988072476,9,new york,new york,usa
17799,17799,76532,36.0,9,seattle,washington,usa
17801,17801,78315,34.74389988072476,9,waterford,michigan,usa
17807,17807,82958,34.74389988072476,9,hook,hampshire,united kingdom
17810,17810,85872,36.0,9,sydney,new south wales,australia
17818,17818,91246,36.0,9,pleasant prairie,wisconsin,usa
17820,17820,92156,34.74389988072476,9,peoria,illinois,usa
17821,17821,92336,31.0,9,clayton,georgia,usa
17822,17822,92404,23.0,9,walla walla,washington,usa
17823,17823,92466,30.0,9,goleta,california,usa
17831,17831,98092,30.0,9,indianapolis,indiana,usa
17832,17832,99349,50.0,9,las vegas,nevada,usa
17834,17834,100043,36.0,9,douglasville,georgia,usa
17837,17837,101703,34.74389988072476,9,chicago,illinois,usa
17838,17838,101935,34.74389988072476,9,eatontown,new jersey,usa
17841,17841,104123,34.74389988072476,9,point mugu,california,usa
17843,17843,105599,34.74389988072476,9,donostia,"gipuzkoa,",
17845,17845,107324,34.74389988072476,9,anchorage,alaska,usa
17847,17847,108780,34.74389988072476,9,marathon,florida,usa
17849,17849,109532,18.0,9,grand rapids,michigan,usa
17851,17851,110093,43.0,9,marshfield,missouri,usa
17852,17852,110267,39.0,9,montreal,quebec,canada
17853,17853,110604,34.74389988072476,9,oakton,virginia,usa
17856,17856,111286,45.0,9,orlando,florida,usa
17859,17859,112345,39.0,9,,",",
17864,17864,115480,34.0,9,downingtown,pennsylvania,usa
17865,17865,116195,45.0,9,bermuda run,north carolina,usa
17866,17866,120125,34.74389988072476,9,baltimore,maryland,usa
17868,17868,120782,52.0,9,west chester,pennsylvania,usa
17870,17870,121829,55.0,9,chilton,wisconsin,usa
17873,17873,122542,33.0,9,des moines,iowa,usa
17877,17877,125188,30.0,9,round rock,texas,usa
17878,17878,125514,34.74389988072476,9,hull,ma,usa
17879,17879,125556,34.74389988072476,9,long beach,california,usa
17880,17880,125685,34.74389988072476,9,cape st. claire,maryland,usa
17881,17881,125700,34.74389988072476,9,bend,oregon,usa
17882,17882,126162,34.74389988072476,9,leavenworth,washington,usa
17894,17894,128131,23.0,9,tomball,texas,usa
17896,17896,128218,34.74389988072476,9,edmonton,alberta,canada
17897,17897,128257,26.0,9,worcester,massachusetts,usa
17901,17901,129983,34.74389988072476,9,lago vista,texas,usa
17904,17904,130968,57.0,9,council bluffs,iowa,usa
17905,17905,131941,34.74389988072476,9,dallas,texas,usa
17906,17906,132171,54.0,9,milltown,wisconsin,usa
17910,17910,134381,25.0,9,port murray,new jersey,usa
17912,17912,135395,34.74389988072476,9,calabasas,california,usa
17916,17916,136584,62.0,9,la grange,california,usa
17917,17917,136818,18.0,9,louisville,kentucky,usa
17920,17920,138010,31.0,9,somerville,massachusetts,usa
17922,17922,138848,34.74389988072476,9,lynnwood,washington,usa
17929,17929,142331,38.0,9,carmichael,california,usa
17933,17933,144799,34.74389988072476,9,simi valley,california,usa
17934,17934,144946,34.74389988072476,9,milwaukee,wisconsin,usa
17935,17935,145236,34.74389988072476,9,chicago,illinois,usa
17938,17938,146709,34.74389988072476,9,dallas,texas,usa
17942,17942,148157,43.0,9,durham,north carolina,usa
17946,17946,149957,34.74389988072476,9,irvine,",",
17949,17949,152642,34.74389988072476,9,portland,oregon,usa
17953,17953,155172,54.0,9,allen park,michigan,usa
17954,17954,156992,34.74389988072476,9,jackson,mississippi,usa
17955,17955,157083,55.0,9,marmora,new jersey,usa
17958,17958,159817,34.74389988072476,9,penticton,british columbia,canada
17960,17960,159977,34.74389988072476,9,oklahoma city,oklahoma,usa
17963,17963,161681,34.74389988072476,9,st. louis,missouri,usa
17966,17966,162625,46.0,9,monroe,michigan,usa
17967,17967,162989,63.0,9,la pine,oregon,usa
17968,17968,163063,34.74389988072476,9,washington,dc,usa
17970,17970,164980,46.0,9,richmond,british columbia,canada
17973,17973,165345,34.74389988072476,9,rohnert park,california,usa
17974,17974,166330,34.74389988072476,9,mendocino,california,usa
17975,17975,166809,34.74389988072476,9,edmonton,alberta,canada
17976,17976,167014,31.0,9,west lafayette,indiana,usa
17980,17980,168741,34.74389988072476,9,chagrin falls,ohio,usa
17982,17982,170310,34.74389988072476,9,dublin,leinster,ireland
17983,17983,170507,56.0,9,dallas,texas,usa
17984,17984,170982,32.0,9,toronto,ontario,canada
17985,17985,171251,34.74389988072476,9,seattle,washington,usa
17988,17988,173402,40.0,9,burke,virginia,usa
17991,17991,174059,47.0,9,concrete,washington,usa
17994,17994,174428,37.0,9,morrisville,north carolina,usa
17995,17995,174596,34.74389988072476,9,jackson heights,new york,usa
17996,17996,175740,34.74389988072476,9,fairburn,georgia,usa
17997,17997,176176,34.74389988072476,9,omaha,nebraska,usa
17998,17998,176785,34.74389988072476,9,laguna hills,california,usa
18001,18001,177514,34.74389988072476,9,new westminster,british columbia,canada
18002,18002,177823,60.0,9,glen ellyn,illinois,usa
18004,18004,178946,34.74389988072476,9,seagraves,",",
18005,18005,180002,34.74389988072476,9,markham,ontario,canada
18006,18006,180131,34.74389988072476,9,kansas city,missouri,usa
18010,18010,182786,26.0,9,hood river,oregon,usa
18011,18011,183725,34.74389988072476,9,long beach,california,usa
18012,18012,183849,39.0,9,elk grove,california,usa
18013,18013,183952,68.0,9,alexandria,louisiana,usa
18014,18014,184175,34.74389988072476,9,portland,oregon,usa
18015,18015,184365,34.74389988072476,9,portland,oregon,usa
18016,18016,184513,61.0,9,navarre,florida,usa
18017,18017,184777,32.0,9,grand junction,colorado,usa
18020,18020,185671,38.0,9,houston,texas,usa
18024,18024,187929,34.74389988072476,9,calgary,alberta,canada
18026,18026,188513,44.0,9,brookfield,wisconsin,usa
18028,18028,189877,34.0,9,melbourne,victoria,australia
18029,18029,190419,34.74389988072476,9,walla walla,washington,usa
18031,18031,190996,58.0,9,redlands,california,usa
18033,18033,192203,64.0,9,kirby,wyoming,usa
18035,18035,193740,17.0,9,maryville,tennessee,usa
18036,18036,193817,34.74389988072476,9,lawrenceburg,indiana,usa
18037,18037,194694,64.0,9,moline,illinois,usa
18038,18038,195351,34.74389988072476,9,beaverton,oregon,usa
18043,18043,199494,57.0,9,kennewick,washington,usa
18044,18044,199923,51.0,9,san antonio,texas,usa
18045,18045,200206,34.74389988072476,9,santa cruz,california,usa
18047,18047,200772,28.0,9,somerville,",",
18048,18048,202212,29.0,9,edmonton,alberta,canada
18049,18049,202324,50.0,9,camarillo,california,usa
18050,18050,202496,34.74389988072476,9,winston-salem,north carolina,usa
